ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-SMILES,REACTION-DIRECTION
RXN-4541,PWY-2781,True,CC(\CO)=C\CNC2(\C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)CO)O)O))C(\N=C/N=2)=3)).O,C(O)[C@@H]1([C@H]([C@H](C(O)O1)O)O).CC(\CO)=C\CNC1(\C2(\N=C/NC(/N=C\N=1)=2)),CC(\CO)=C\CNC2(\C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)CO)O)O))C(\N=C/N=2)=3)).O>>C(O)[C@@H]1([C@H]([C@H](C(O)O1)O)O).CC(\CO)=C\CNC1(\C2(\N=C/NC(/N=C\N=1)=2)),LEFT-TO-RIGHT
2TRANSKETO-RXN,NONOXIPENT-PWY,False,C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O.C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO,C(OP(=O)([O-])[O-])[C@H]1(O[C@](O)(CO)[C@@H](O)[C@H](O)1).C(=O)[C@H](O)COP(=O)([O-])[O-],C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O.C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO>>C(OP(=O)([O-])[O-])[C@H]1(O[C@](O)(CO)[C@@H](O)[C@H](O)1).C(=O)[C@H](O)COP(=O)([O-])[O-],LEFT-TO-RIGHT
3-DEHYDROQUINATE-DEHYDRATASE-RXN,PWY-6707,False,C(=O)([O-])[C@]1(O)(CC(=O)[C@@H](O)[C@H](O)C1),O.C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1),C(=O)([O-])[C@]1(O)(CC(=O)[C@@H](O)[C@H](O)C1)>>O.C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1),LEFT-TO-RIGHT
RXN-13828,PWY-7507,False,CN2(CCC4(/C=C1(C(/OCO1)=C\C(\C(=O)CC3(\C=C/C(/OC)=C(C(/C2)=3)/OC))=4))).O=O,CN2(C(O)CC4(/C=C1(C(/OCO1)=C\C(\C(=O)CC3(\C=C/C(/OC)=C(C(/C2)=3)/OC))=4))).O,CN2(CCC4(/C=C1(C(/OCO1)=C\C(\C(=O)CC3(\C=C/C(/OC)=C(C(/C2)=3)/OC))=4))).O=O>>CN2(C(O)CC4(/C=C1(C(/OCO1)=C\C(\C(=O)CC3(\C=C/C(/OC)=C(C(/C2)=3)/OC))=4))).O,LEFT-TO-RIGHT
RXN1F-462,PWY-5390,True,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O).C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O),C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)=3)/O)/[O-])))=4)/O).[H+],C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O).C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)>>C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)=3)/O)/[O-])))=4)/O).[H+],LEFT-TO-RIGHT
RXN-15531,PWY-7497,True,CC1(/CC[C@H]2(C(C(=O)O[C@H](/C=C(C)/CC/C=1)2)=C)).O=O,CC2(\CC[C@H]3(C(C(=O)O[C@H]([C@H]1(O[C@@](C)1CC\C=2))3)=C)).O,CC1(/CC[C@H]2(C(C(=O)O[C@H](/C=C(C)/CC/C=1)2)=C)).O=O>>CC2(\CC[C@H]3(C(C(=O)O[C@H]([C@H]1(O[C@@](C)1CC\C=2))3)=C)).O,LEFT-TO-RIGHT
RXN-9367,PWY-5290,True,CC(/CC/C=C(C)/CO)=C\CO.C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),CC(/CC/C=C(C)/CO)=C\C=O.C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],CC(/CC/C=C(C)/CO)=C\CO.C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)>>CC(/CC/C=C(C)/CO)=C\C=O.C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],LEFT-TO-RIGHT
RXN-8517,PWY-5412,True,CC(C2(\C=C1(CCC3([C@@]([C@H]1CC=2)(CCC[C@]3(CO)C)C))))C.O=O,CC(C2(\C=C1(CCC3([C@@]([C@H]1CC=2)(CCC[C@]3(C(O)O)C)C))))C.O,CC(C2(\C=C1(CCC3([C@@]([C@H]1CC=2)(CCC[C@]3(CO)C)C))))C.O=O>>CC(C2(\C=C1(CCC3([C@@]([C@H]1CC=2)(CCC[C@]3(C(O)O)C)C))))C.O,LEFT-TO-RIGHT
RXN-12591,UNK,False,COC2(\C(\O)=C/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO)CO)\C=2),COC4(\C(\OC)=C/C5(C(C2(\C=C1(C(/OCO1)=C\C=2)))=C3(C(=O)OCC/3=C/C(/C=4)=5))),COC2(\C(\O)=C/C=C(C[C@@H]([C@H](CC1(\C=C/C(/O)=C(\C=1)/OC))CO)CO)\C=2)>>COC4(\C(\OC)=C/C5(C(C2(\C=C1(C(/OCO1)=C\C=2)))=C3(C(=O)OCC/3=C/C(/C=4)=5))),
RXN0-6274,PWY-2781,True,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],O=P(O)(OP([O-])([O-])=O)[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-15513,PWY-5484,False,C(=O)([O-])[C@H](OP(=O)([O-])[O-])CO,C(OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-],C(=O)([O-])[C@H](OP(=O)([O-])[O-])CO>>C(OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-],LEFT-TO-RIGHT
RXN-5021,PWY-6010,True,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/[O-])))=3)/O),C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C4(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))))=4)/O),C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/[O-])))=3)/O)>>C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C4(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(=O)\C=1)=2)/O)/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))))=4)/O),LEFT-TO-RIGHT
4.2.3.20-RXN,PWY-7443,False,CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O,C=C(C)[C@H]1(C\C=C(C)/CC1).C=C(C)[C@H]1(C\C=C(C)/CC1).O=P(O)(OP([O-])([O-])=O)[O-],CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O>>C=C(C)[C@H]1(C\C=C(C)/CC1).C=C(C)[C@H]1(C\C=C(C)/CC1).O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-7781,PWY-4502,True,C3(\C(\C1(\C(=O)C2(/C(/O)=C\C(\[O-])=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O).CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC2(/C3(/O\C=C(C1(\C=C/C(/O)=C\C=1))/C(C(/C(/O)=C\C(\[O-])=2)=3)=O)).O=P(O)(OP([O-])([O-])=O)[O-],C3(\C(\C1(\C(=O)C2(/C(/O)=C\C(\[O-])=C/C(/O\C=1)=2)))=C/C=C(\C=3)/O).CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC2(/C3(/O\C=C(C1(\C=C/C(/O)=C\C=1))/C(C(/C(/O)=C\C(\[O-])=2)=3)=O)).O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
TRANS-RXN-231,PWY-7061,False,C(=O)(N)CC[C@H]([NH3+])C([O-])=O,C(=O)(N)CC[C@H]([NH3+])C([O-])=O,C(=O)(N)CC[C@H]([NH3+])C([O-])=O>>C(=O)(N)CC[C@H]([NH3+])C([O-])=O,LEFT-TO-RIGHT
TREHALOSE6PSYN-RXN,TRESYN-PWY,False,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O,[H+].C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O>>[H+].C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O,LEFT-TO-RIGHT
RXN-2602,PWY-6027,False,COC1(\C(\O)=C/C=C(/C=C/CO)/C=1).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),COC1(\C(\O)=C/C=C(/C=C/C=O)/C=1).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],COC1(\C(\O)=C/C=C(/C=C/CO)/C=1).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)>>COC1(\C(\O)=C/C=C(/C=C/C=O)/C=1).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],RIGHT-TO-LEFT
RXN-10919,UNK,False,COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-],CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-],COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O.O=P(O)(OP([O-])([O-])=O)[O-],LEFT-TO-RIGHT
RXN-15641,PWY-7522,False,C2(CC5(/C=C1(C(/OCO1)=C\C(\C3(\N2CC4(/C(\C=3)=C\C=C(C(\OC)=4)\OC)))=5))).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],C2(CC5(/C=C1(C(/OCO1)=C\C(\[C@H]3(CC4(\C(\CN23)=C(C(/OC)=C\C=4)\OC)))=5))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),C2(CC5(/C=C1(C(/OCO1)=C\C(\C3(\N2CC4(/C(\C=3)=C\C=C(C(\OC)=4)\OC)))=5))).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+]>>C2(CC5(/C=C1(C(/OCO1)=C\C(\[C@H]3(CC4(\C(\CN23)=C(C(/OC)=C\C=4)\OC)))=5))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),LEFT-TO-RIGHT
1.14.19.1-RXN,UNK,False,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O.O=O.[H+],CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].O,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O.O=O.[H+]>>CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].O,LEFT-TO-RIGHT
RXN-19978,PWY-5292,True,CCC1(C=[N+]2(CCC3(\C4(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)[C@H]1CC2)=3)=4)))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),C/C=C4([C@@H]1(CC[N+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)1)=2)=3)))=C4)).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],CCC1(C=[N+]2(CCC3(\C4(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)[C@H]1CC2)=3)=4)))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)>>C/C=C4([C@@H]1(CC[N+](CCC2(\C3(/C=C\C=C/C(/NC(/[C@](C(=O)OC)(COC(C)=O)1)=2)=3)))=C4)).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],RIGHT-TO-LEFT
RXN-9167,PWY-5826,False,CCC(=O)C(=O)[O-],C(C(CCCO)=O)(=O)[O-],CCC(=O)C(=O)[O-]>>C(C(CCCO)=O)(=O)[O-],LEFT-TO-RIGHT
RXN-15282,PWY-6585,False,O,CCCCCCCCCCCCCC(=O)CC(=O)[O-].[H+],O>>CCCCCCCCCCCCCC(=O)CC(=O)[O-].[H+],LEFT-TO-RIGHT
TRANS-RXNIO2-3,PWYIO2-3,False,C([O-])(=O)O,C([O-])(=O)O,C([O-])(=O)O>>C([O-])(=O)O,LEFT-TO-RIGHT
MALATE-DEHYDROGENASE-NADP+-RXN,PWY-7048,False,C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5).C(=O)([O-])C[C@H](O)C([O-])=O,[H+].C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).C(C([O-])=O)C(=O)C([O-])=O,C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5).C(=O)([O-])C[C@H](O)C([O-])=O>>[H+].C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).C(C([O-])=O)C(=O)C([O-])=O,LEFT-TO-RIGHT
RXN-20435,PWY18C3-1,False,CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5),CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))).C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)>>CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))).C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N).[H+],RIGHT-TO-LEFT
RXN-9275,PWY-5287,False,[H+].C2(C6(/C(C3(/C=C\C4(/C=C1(C(/OCO1)=C\C(C(\N(C)2)=3)=4))))=C(/C=C5(C(\OCO5)=6))OC)).O=O,C[N+]2(\C5(/C6(/C=C1(C(/OCO1)=C\C(\C=C/C(/C4(C(\C=2)=C3(C(/OCO3)=C\C(OC)=4)))=5)=6)))).OO,[H+].C2(C6(/C(C3(/C=C\C4(/C=C1(C(/OCO1)=C\C(C(\N(C)2)=3)=4))))=C(/C=C5(C(\OCO5)=6))OC)).O=O>>C[N+]2(\C5(/C6(/C=C1(C(/OCO1)=C\C(\C=C/C(/C4(C(\C=2)=C3(C(/OCO3)=C\C(OC)=4)))=5)=6)))).OO,LEFT-TO-RIGHT
