Epoch,Global Step,Loss,NLL-Loss,Arc-Loss,Brc-Loss,Align-Loss
206,51800,3775.0393,718.6417,101.367,157.148,2797.8825
207,52000,3807.6909,727.948,102.5937,160.7912,2816.358
207,52200,3853.8451,732.0243,103.137,157.7697,2860.9141
208,52400,3831.9132,731.1948,103.6295,158.791,2838.2979
209,52600,3781.579,719.5682,98.3833,153.8988,2809.7288
210,52800,3783.6807,718.3383,106.0236,159.1611,2800.1578
211,53000,3851.598,732.7783,104.2959,161.6407,2852.883
211,53200,3748.1331,714.6791,99.6097,152.5716,2781.2728
212,53400,3838.6659,731.448,101.0369,156.0776,2850.1033
213,53600,3862.6901,737.8786,103.9688,162.8558,2857.987
214,53800,3805.7887,724.9509,101.3241,152.247,2827.2667
215,54000,3870.2036,736.1058,102.8036,156.9179,2874.3764
215,54200,3802.2938,724.7739,102.3265,157.7173,2817.4761
216,54400,3809.4165,727.972,101.3944,153.6586,2826.3915
217,54600,3801.6416,726.6243,100.2236,157.9171,2816.8765
218,54800,3884.4279,735.4897,103.8134,156.7419,2888.3829
219,55000,3751.1176,715.7395,100.5352,154.5851,2780.2579
219,55200,3759.5131,715.9699,94.9305,148.1676,2800.4451
220,55400,3832.4545,731.9046,99.1713,154.6057,2846.7728
221,55600,3762.8077,717.6092,98.7787,150.2307,2796.1892
222,55800,3717.6202,709.9711,97.1793,149.8617,2760.6081
223,56000,3788.9716,721.7216,101.4589,153.4908,2812.3003
223,56200,3800.6866,724.1751,98.5858,151.3326,2826.5931
224,56400,3833.9767,728.9189,100.8702,153.5301,2850.6574
225,56600,3774.0616,724.1139,97.6041,147.808,2804.5356
226,56800,3838.0772,730.5588,98.0286,150.347,2859.1428
227,57000,3783.8994,722.7521,98.132,151.1026,2811.9127
227,57200,3837.1021,733.8462,95.8549,146.1979,2861.2031
228,57400,3798.3101,724.7488,98.4693,147.7888,2827.3032
229,57600,3797.1742,722.712,97.6205,151.8965,2824.9452
230,57800,3830.7729,730.3852,102.0714,153.9755,2844.3408
231,58000,3744.249,713.3704,95.5273,146.5721,2788.7793
231,58200,3786.0239,727.48,98.3596,149.9905,2810.1938
232,58400,3795.7268,721.1985,97.4837,147.8237,2829.2209
233,58600,3856.1938,738.2606,98.9381,152.0541,2866.9409
234,58800,3791.9492,723.0935,93.9412,142.5951,2832.3194
235,59000,3784.6058,722.4365,97.3928,150.7174,2814.0592
235,59200,3817.2797,726.6762,100.6251,155.0531,2834.9253
236,59400,3727.6197,715.1184,95.5416,148.1216,2768.8379
237,59600,3792.6886,721.6236,91.6695,140.047,2839.3485
238,59800,3758.1606,719.0518,96.7563,147.6767,2794.6758
239,60000,3792.5405,725.8903,95.9643,145.7128,2824.9732
239,60200,3840.5302,730.4261,97.6219,152.0214,2860.4608
240,60400,3769.3349,723.1879,92.8372,139.7667,2813.5432
241,60600,3691.2814,704.1748,90.8521,143.4756,2752.779
242,60800,3813.0814,726.2447,99.4001,149.2825,2838.154
242,61000,3741.2735,715.1829,96.1718,145.6792,2784.2396
243,61200,3835.5548,731.17,94.9539,146.3733,2863.0575
244,61400,3795.7756,729.697,95.7968,147.1625,2823.1192
245,61600,3807.6774,726.5745,94.6098,146.1025,2840.3906
246,61800,3700.3627,704.6679,98.8712,148.7866,2748.0369
246,62000,3753.7324,716.7479,92.9004,142.281,2801.803
247,62200,3751.2673,717.4721,93.2869,143.9469,2796.5613
248,62400,3810.8902,721.0372,95.2184,146.746,2847.8886
249,62600,3758.372,720.7964,96.3145,144.7144,2796.5467
250,62800,3734.8025,712.6041,89.6726,137.7952,2794.7306
250,63000,3772.3049,721.8177,95.1921,145.0051,2810.29
251,63200,3768.6746,721.5329,93.4327,142.8966,2810.8125
252,63400,3798.3077,726.0392,92.4147,140.079,2839.7747
253,63600,3761.0965,716.5597,93.1509,141.3876,2809.9983
254,63800,3790.8951,725.4477,92.5872,141.3185,2831.5417
254,64000,3772.3847,721.4164,92.5279,141.1343,2817.3061
255,64200,3750.9786,714.6726,95.3357,146.8746,2794.0958
256,64400,3732.0935,713.331,90.3932,138.042,2790.3273
257,64600,3780.0179,725.4118,93.1192,142.0311,2819.4559
258,64800,3796.1716,725.585,91.9876,139.702,2838.8971
258,65000,3714.1168,713.0842,87.4674,132.6891,2780.8762
259,65200,3719.6614,709.0244,91.3977,140.9931,2778.2462
260,65400,3755.8905,723.4774,89.7346,139.2253,2803.4533
261,65600,3773.5222,716.2124,95.6103,145.9098,2815.7897
262,65800,3753.6773,721.0834,90.5598,140.4473,2801.5868
262,66000,3730.7384,715.1632,86.9619,130.6608,2797.9525
263,66200,3743.3671,715.614,89.4316,135.3184,2803.0032
